customerID,MonthlyCharges,TotalCharges,churn_probability
2480-EJWYP,97.8,5458.8,0.5633948532420742
3606-SBKRY,50.05,1523.4,0.5624074710755025
0867-LDTTC,75.15,392.65,0.561983266809223
4831-EOBFE,94.65,2649.15,0.5618387141741112
2101-RANCD,73.1,4144.9,0.5617880222828805
5133-VRSAB,29.35,216.45,0.560841385707795
2320-JRSDE,19.9,19.9,0.5605285106327182
2403-BCASL,111.95,4534.9,0.5596238048505027
8660-BUETV,44.75,148.05,0.559586566601454
5600-PDUJF,49.5,312.7,0.5581822056719524
7789-HKSBS,105.2,4599.15,0.5578838569351908
6888-SBYAI,50.7,50.7,0.5554897642437717
5651-WYIPH,49.85,865.75,0.5553436142232638
9767-FFLEM,69.5,2625.25,0.5552882649047974
4080-IIARD,76.2,981.45,0.554408761156172
1703-MGIAB,69.0,1108.0,0.5541294928527081
1501-SGHBW,45.85,81.0,0.5531032921778695
3683-QKIUE,50.8,288.05,0.5530372046681988
8050-WYBND,49.45,1031.4,0.5514877709491386
4026-SKKHW,50.25,152.3,0.5499209111691393
7766-CLTIC,60.95,629.55,0.5499204464900554
8065-BVEPF,99.1,6496.15,0.5496761111782467
4282-ACRXS,24.85,955.75,0.5489232603682646
5438-QMDDL,59.8,1130.85,0.5475296174388017
0823-HSCDJ,49.15,2550.9,0.5453721775036542
6507-DTJZV,66.4,831.75,0.5452892567452046
5575-TPIZQ,89.15,4245.55,0.5451656724059332
9373-WSLOY,50.0,1750.85,0.5449347031321835
8229-MYEJZ,51.2,498.25,0.5427024135143207
3946-MHCZW,50.9,50.9,0.5416878909739042
4883-QICIH,69.75,2347.9,0.541564526735995
3859-CVCET,45.65,191.05,0.5402554240546288
7351-MHQVU,50.95,307.6,0.5396268166506383
7629-WIXZF,59.1,369.25,0.5393015855183654
1986-PHGZF,58.4,964.9,0.5384999939987479
0486-HECZI,96.75,5238.9,0.5382719761995698
5207-PLSTK,48.75,48.75,0.5379120002526399
1596-OQSPS,51.1,531.15,0.5371887950044412
4720-VSTSI,84.8,3862.55,0.5366250170739605
0471-ARVMX,104.85,6312.9,0.5355029696805949
6713-OKOMC,29.75,301.9,0.5344946040297263
5370-IIVVL,104.5,3778.0,0.5338044510928749
1208-NBVFH,49.6,939.8,0.5336759919368694
8755-IWJHN,95.35,6382.0,0.5331966296730952
7814-LEEVE,20.3,20.3,0.5319095588419249
3522-CDKHF,75.5,2324.7,0.5303036252297962
5948-UJZLF,49.25,97.0,0.5296817947828567
0100-DUVFC,104.8,7308.95,0.5288485595325637
7750-EYXWZ,60.65,743.3,0.5284626545554821
3424-NMNBO,108.85,6287.25,0.5281860325783584
4452-QIIEB,43.9,278.4,0.5277206934804485
7147-AYBAA,70.35,2552.9,0.5275745820232316
6689-VRRTK,109.8,4860.35,0.5270251763227387
3668-QPYBK,53.85,108.15,0.5269794868598866
5274-XHAKY,94.3,3893.6,0.5267803413937999
5780-INQIK,49.4,408.25,0.5246992485799198
8647-SDTWQ,74.3,4018.35,0.5242939298884981
7554-AKDQF,45.65,323.45,0.5229447144743302
2607-FBDFF,49.0,49.0,0.5225996473361453
7623-TRNQN,49.9,49.9,0.5212738246580714
9948-YPTDG,79.45,3013.05,0.5207422345988721
0909-SDHNU,29.8,201.95,0.5194836712431764
8992-CEUEN,18.85,18.85,0.5179743303539153
9327-QSDED,43.55,335.4,0.5173260603889178
7250-EQKIY,50.45,50.45,0.5164179443115984
4819-HJPIW,25.15,476.8,0.5154000119902244
8495-LJDFO,108.95,7111.3,0.5130561578733115
9027-YFHQJ,25.05,152.95,0.5125141751994865
0734-OXWBT,70.7,225.65,0.5115131909932998
1493-AMTIE,20.2,20.2,0.5103328444188082
4482-FTFFX,56.15,291.45,0.5086237486821358
5630-AHZIL,64.5,177.4,0.508075257211515
7661-CPURM,87.7,1725.95,0.5079105468193698
6121-VZNQB,19.1,19.1,0.50698830945737
5136-KCKGI,103.7,3467.0,0.5066844842619528
7398-LXGYX,84.8,3626.35,0.5053336423168704
3566-VVORZ,45.9,505.95,0.5052994374324427
5973-EJGDP,87.35,4473.0,0.5052545848524534
8198-RKSZG,80.45,1137.05,0.5051493805697247
2924-KHUVI,100.55,5514.95,0.503461897889006
7245-JMTTQ,111.5,5703.25,0.5026074498451243
7396-VJUZB,45.25,155.35,0.5023141551278879
8566-YPRGL,19.5,19.5,0.5023076426308584
5337-IIWKZ,44.85,1442.6,0.501234102266072
8388-FYNPZ,56.75,245.15,0.5005578035311049
3179-GBRWV,64.95,1339.8,0.5002016846788301
0058-EVZWM,89.8,4959.6,0.500004524000211
